"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","","","2733","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Patientele / Age accepté >= 5 ans / Toutes les resources possèdent leurs champs obligatoires",""
"failed","","","35","","Tests ROR National","","","","ws-diffusion-fhir / Scénarios / Consultation des données capacitaires / #5 - Données capacitaires d’une offre opérationnelle / Toutes les resources possèdent leurs champs obligatoires",""
"failed","","","25","","Tests ROR National","","","","ws-diffusion-fhir / Location - Capacity / last_updated (eq with résultat) / Last updated égale",""
"passed","","","2626","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Patientele / Pas d'âge précisé et type de patientèle unique / Status 200",""
"passed","","","2716","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Psychiatric-sector (Plusieurs résultats) / Status 200",""
"passed","","","32","","Tests ROR National","","","","ws-diffusion-fhir / Location - Tous critères / _id (0 résultat) / Nombre de totaux identiques",""
"failed","","","2969","","Tests ROR National","","","","ws-diffusion-fhir / Scénarios / Consultation de l'offre (extraction) / #1 - Extraction complète / Inclusion des Organization des HealthcareService",""
"passed","","","317","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Service_category ([system]|[code]) / Service_category=[system]|[code]",""
"passed","","","27","","Tests ROR National","","","","ws-diffusion-fhir / Location - Capacity / capacity-update-date (eq with result) / capacity-update-date (eq with result)",""
"passed","","","26","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Id existe pas (0 résultat) / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","2569","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / _count=0 / Tableau Entry non présent",""
"failed","","","815","","Tests ROR National","","","","ws-diffusion-fhir / Location - Capacity / capacity-update-date (gt with result) / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","44","","Tests ROR National","","","","ws-diffusion-fhir / Location - Capacity / capacity-update-date (lt with result) / capacity-update-date (eq with result)",""
"passed","","","27","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Name / Paramètre de recherche _filter incorrect / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","815","","Tests ROR National","","","","ws-diffusion-fhir / Location - Capacity / capacity-update-date (gt with result) / Status 200",""
"failed","","","454","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Characteristic (|[code]) / Charactertic: [code]",""
"passed","","","23","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Patientele / Age accepté avec deux unités différentes / ResourceType : OperationOutcome",""
"passed","","","30","","Tests ROR National","","","","ws-diffusion-fhir / Location - Capacity / last_updated (gt no résultat) / Status 200",""
"passed","","","1843","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Service_type (Plusieurs choix) / Status 200",""
"passed","","","31","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Psychiatric-sector (0 résultats) / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","178","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Patientele / Age accepté <= 18 ans / Type de patientèle",""
"passed","","","362","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Characteristic ([system]|) / Status 200",""
"passed","","","36","","Tests ROR National","","","","ws-diffusion-fhir / Scénarios / Consultation des données capacitaires / #2 - Données capacitaires sur un lieu de prise en charge identifié / Status 200",""
"passed","","","659","","Tests ROR National","","","","ws-diffusion-fhir / Scénarios / Consultation des données capacitaires / #1 - Données capacitaires sur le périmètre national / Status 200",""
"passed","","","2733","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Patientele / Age accepté >= 5 ans / Type de patientèle",""
"passed","","","22","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Psychiatric-sector (Paramètre au format invalide) / ResourceType : OperationOutcome",""
"passed","","","1781","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Service-type ([code]) / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","166","","Tests ROR National","","","","ws-diffusion-fhir / Location - Revinclude HealthcareService / Location - Revinclude HealthcareService / revinclude HealthcareService:location correct",""
"passed","","","155","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Identifier existe (>= 1 résultat) / Status 200",""
"passed","","","19","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Near / Rayon > 1000km / Status 400",""
"passed","","","340","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Name / Recherche par _filter sur organization:name:above / Nombre de résultats indentiques",""
"passed","","","30","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Last_updated lt (0 résultat) / Status 200",""
"failed","","","454","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Characteristic (|[code]) / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","36","","Tests ROR National","","","","ws-diffusion-fhir / Scénarios / Consultation des données capacitaires / #2 - Données capacitaires sur un lieu de prise en charge identifié / Intégrité _revinclude",""
"passed","","","22","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Patientele / Age accepté non cohérent / Toutes les resources possèdent leurs champs obligatoires",""
"failed","","","975","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Tag ([system]) / Nombre de totaux identiques",""
"passed","","","33","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Service_type ([system]|) (A FAIRE) / Status 200",""
"failed","","","2716","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Psychiatric-sector (Plusieurs résultats) / Psychiatric-sector: plusieurs résultats",""
"passed","","","1449","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Name / Rercherche par name, sans _include / Résultats seulement avec nom recherché",""
"passed","","","975","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Tag ([system]) / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","173","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Tag not existe, system and code(0 résultat) / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","25","","Tests ROR National","","","","ws-diffusion-fhir / Scénarios / Recherche d'offre sur critères principaux / #4 - Recherche multicritères - OU / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","29","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Name / Aucun résultat / Nombre de totaux identiques",""
"passed","","","155","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Identifier existe (>= 1 résultat) / Identifier correcte",""
"failed","","","52","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Last_updated eq (>= 1 résultat) / Last updated égale",""
"passed","","","317","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Specialty ([system]|[code]) / Status 200",""
"passed","","","1781","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Service-type ([code]) / Service-type=[code]",""
"passed","","","96","","Tests ROR National","","","","ws-diffusion-fhir / Location - Capacity / capacity-status ([code]) / Status 200",""
"passed","","","31","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Psychiatric-sector (0 résultats) / Nombre de totaux identiques",""
"passed","","","2478","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Name / Paramètre de recherche _include incorrect / Status 200",""
"passed","","","19","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Near / Rayon > 1000km / Toutes les resources possèdent leurs champs obligatoires",""
"failed","","","44","","Tests ROR National","","","","ws-diffusion-fhir / Location - Capacity / capacity-update-date (lt with result) / Toutes les resources possèdent leurs champs obligatoires",""
"failed","","","38","","Tests ROR National","","","","ws-diffusion-fhir / Location - Tous critères / _id (1 seul résultat) / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","221","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Serice_type (|[code]) / Status 200",""
"passed","","","1378","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Name / Recherche par _filter, sans _include / Résultats seulement avec nom recherché",""
"passed","","","37","","Tests ROR National","","","","ws-diffusion-fhir / Location - Tous critères / identifier:of-type (with result) Copy / Identifier:of-type (with result)",""
"passed","","","358","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Service-category ([code]) / Service_category=[code]",""
"passed","","","358","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Service-category ([code]) / Status 200",""
"failed","","","221","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Serice_type (|[code]) / Service-type=|[code]",""
"failed","","","393","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Specific-competence ([system|code]) / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","19","","Tests ROR National","","","","ws-diffusion-fhir / Scénarios / Recherche d'offre sur critères principaux / #8 - Recherche sur un département / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","340","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Name / Recherche par _filter sur organization:name:above / Filtre par organization:name:above",""
"passed","","","28","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Identifier existe (0 résultat) / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","30","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Last_updated lt (0 résultat) / Toutes les resources possèdent leurs champs obligatoires",""
"failed","","","32","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Near / Rayon <= 0km / Status 400",""
"failed","","","36","","Tests ROR National","","","","ws-diffusion-fhir / Scénarios / Consultation des données capacitaires / #2 - Données capacitaires sur un lieu de prise en charge identifié / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","19","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Near / Unité de rayon non définie / ResourceType : OperationOutcome",""
"passed","","","29","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Service_category ([system]|) / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","429","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Specialty (Plusieurs choix) / All HS contains specialty 299 with good system ([system]|[code])",""
"passed","","","27","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Specialty (|[system]) / All HS contains specialty 299 with good system ([system]|[code])",""
"passed","","","26","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Id existe pas (0 résultat) / Status 200",""
"failed","","","29","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Service_category ([system]|) / Service_category=[system]|",""
"passed","","","2569","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / _count=0 / Status 200",""
"passed","","","38","","Tests ROR National","","","","ws-diffusion-fhir / Location - Tous critères / identifier (with result) / Status 200",""
"failed","","","75","","Tests ROR National","","","","ws-diffusion-fhir / Location - Capacity / capacity-status ([system]|[code]) / Toutes les resources possèdent leurs champs obligatoires",""
"failed","","","160","","Tests ROR National","","","","ws-diffusion-fhir / Scénarios / Consultation de l'offre (extraction) / #8 - Extraction d’une offre de santé identifiée et ses éventuelles anomalies associées / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","892","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Characteristic ([system]|[code]) / Charactertic: [code]",""
"passed","","","35","","Tests ROR National","","","","ws-diffusion-fhir / Scénarios / Consultation des données capacitaires / #5 - Données capacitaires d’une offre opérationnelle / resourceType Bundle et Type SearchSet",""
"failed","","","96","","Tests ROR National","","","","ws-diffusion-fhir / Location - Capacity / capacity-status ([code]) / capacity-status=[code]",""
"passed","","","29","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Near / Latitude > 90 / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","2969","","Tests ROR National","","","","ws-diffusion-fhir / Scénarios / Consultation de l'offre (extraction) / #1 - Extraction complète / resourceType Bundle et Type SearchSet",""
"passed","","","707","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Service_category (Plusieurs choix) / Status 200",""
"passed","","","26","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Id existe pas (0 résultat) / Nombre de totaux identiques",""
"passed","","","66","","Tests ROR National","","","","ws-diffusion-fhir / Location - Capacity / last_updated (gt with résultat) / Status 200",""
"passed","","","26","","Tests ROR National","","","","ws-diffusion-fhir / Location - Capacity / last_updated (it no résultat) / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","975","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Tag ([system]) / Status 200",""
"passed","","","52","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Last_updated eq (>= 1 résultat) / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","460","","Tests ROR National","","","","ws-diffusion-fhir / Scénarios / Consultation des données capacitaires / #4 - Données capacitaires à partir d’une date de mise à jour / Intégrité _revinclude",""
"failed","","","28","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Near / Longitude > 180 / Status 400",""
"passed","","","32","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Last_updated gt (0 résultat) / Toutes les resources possèdent leurs champs obligatoires",""
"failed","","","25","","Tests ROR National","","","","ws-diffusion-fhir / Scénarios / Consultation des données capacitaires / #3 - Données capacitaires sur plusieurs lieux de prise en charge identifiés / Nombre de totaux identiques",""
"passed","","","1449","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Name / Rercherche par name, sans _include / Status 200",""
"passed","","","836","","Tests ROR National","","","","ws-diffusion-fhir / Nouveaux scénarios / Recherche/Consultation des données capacitaires / 1 - Données capacitaires sur le périmètre régional / Status 200",""
"passed","","","201","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Id existe (1 résultat) / Status 200",""
"passed","","","26","","Tests ROR National","","","","ws-diffusion-fhir / Location - Capacity / last_updated (eq no résultat) / Status 200",""
"passed","","","28","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Identifier existe (0 résultat) / Nombre de totaux identiques",""
"passed","","","178","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Patientele / Age accepté <= 18 ans / Nombre de totaux identiques",""
"passed","","","507","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / _count=10 / Entry de taille 10",""
"passed","","","173","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Tag not existe, system and code(0 résultat) / Nombre de totaux identiques",""
"passed","","","26","","Tests ROR National","","","","ws-diffusion-fhir / Location - Capacity / last_updated (eq no résultat) / Nombre de totaux identiques",""
"passed","","","21","","Tests ROR National","","","","ws-diffusion-fhir / Scénarios / Consultation de l'offre (extraction) / #5 - Extraction complète à partir d’une date de mise à jour de l’entité géographique / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","26","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Near / Latitude < -90 / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","1843","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Service_type (Plusieurs choix) / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","364","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Characteristic ([code]) / Status 200",""
"passed","","","2569","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / _count=0 / Toutes les resources possèdent leurs champs obligatoires",""
"failed","","","659","","Tests ROR National","","","","ws-diffusion-fhir / Scénarios / Consultation des données capacitaires / #1 - Données capacitaires sur le périmètre national / Toutes les resources possèdent leurs champs obligatoires",""
"failed","","","2628","","Tests ROR National","","","","ws-diffusion-fhir / Scénarios / Consultation de l'offre (extraction) / #4 - Extraction complète à partir d’une date de mise à jour de l’offre opérationnelle / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","362","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Characteristic ([system]|) / Charactertic: [code]",""
"passed","","","38","","Tests ROR National","","","","ws-diffusion-fhir / Location - Tous critères / _id (1 seul résultat) / Unicité id Location",""
"passed","","","28","","Tests ROR National","","","","ws-diffusion-fhir / Scénarios / Recherche d'offre sur critères principaux / #11 - Recherche sur un critère du modèle d’exposition 3.0 du ROR / Toutes les resources possèdent leurs champs obligatoires",""
"failed","","","527","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Service_category (|[code]) / Service_category=|[code]",""
"passed","","","201","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Id existe (1 résultat) / Nombre de totaux identiques",""
"passed","","","663","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Specific-competence (Plusieurs choix) / Status 200",""
"passed","","","29","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Name / Aucun résultat / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","259","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Last_updated lt (>= 1 résultat) Copy / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","2716","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Psychiatric-sector (Plusieurs résultats) / Toutes les resources possèdent leurs champs obligatoires",""
"passed","","","26","","Tests ROR National","","","","ws-diffusion-fhir / Location - Capacity / last_updated (eq no résultat) / Toutes les resources possèdent leurs champs obligatoires",""
"failed","","","1428","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Tous critères / Tag ([system]|[code]) / Nombre de totaux identiques",""
"passed","","","29","","Tests ROR National","","","","ws-diffusion-fhir / HealthcareService - Name / Aucun résultat / Status 200",""
